Brand,Model,Generation,Engine,URL,Cylinders:,Displacement:,Power:,Torque:,Fuel System:,Fuel:,Fuel capacity:,Top Speed:,Drive Type:,Gearbox:,Front:,Rear:,Tire Size:,Length:,Width:,Height:,Front/rear Track:,Wheelbase:,Cargo Volume:,Unladen Weight:,Combined:,Acceleration 0-62 Mph (0-100 kph):,Aerodynamics (Cd):,Aerodynamics (frontal area):,Turning circle (wall to wall):,City:,Highway:,Ground Clearance:,Gross Weight Limit:,Turning circle:,Turning circle (curb to curb):,Electrical motor power:,Electrical motor torque:,Total maximum power:,Total maximum torque:,CO2 Emissions:,Power pack:,Nominal Capacity:,Range:,Maximum Capacity:,CO2 Emissions (Combined):,Low:,Medium:,High:,Extra high:,Top speed (electrical):,Observations:,Fuel capacity (optional):,CO2 Emissions (Extra high):,CNG cylinder capacity:,City (CNG):,Highway (CNG):,Combined (CNG):,Low (CNG):,Medium (CNG):,High (CNG):,Extra high (CNG):,Charger type:,Charging time (normal):,CO2 Emissions (Medium):,CO2 Emissions (Low):,CO2 Emissions (High):,City (EPA):,Highway (EPA):,Combined (EPA):,Fuel capacity (CNG):,Charging time (quick):,Fuel capacity (hydrogen):
SUZUKI,SUZUKI Swift 5 Doors,"2024 Suzuki Swift Photos, engines & full specs",SUZUKI Swift1.2L MHEV,https://www.autoevolution.com/cars/suzuki-swift-2023.html,L3,,,,,Mild Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"2021 Suzuki Swift Photos, engines & full specs",SUZUKI Swift 5 Doors1.2L Dualjet CVT (83 HP),https://www.autoevolution.com/cars/suzuki-swift-5-doors-2020.html,,,61 KW @ - RPM83 HP @ - RPM82 BHP @ - RPM,79 lb-ft @ 2800 RPM107 Nm @ 2800 RPM,Direct injection,Hybrid Gasoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"2021 Suzuki Swift Photos, engines & full specs",SUZUKI Swift 5 Doors1.2L Dualjet CVT (83 HP),https://www.autoevolution.com/cars/suzuki-swift-5-doors-2020.html,,,,,,,,,,,,,,,,,,,,,,12.2 s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"2021 Suzuki Swift Photos, engines & full specs",SUZUKI Swift 5 Doors1.2L Dualjet CVT (83 HP),https://www.autoevolution.com/cars/suzuki-swift-5-doors-2020.html,,,,,,,,,Front Wheel Drive,CVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"2021 Suzuki Swift Photos, engines & full specs",SUZUKI Swift 5 Doors1.2L Dualjet CVT (83 HP),https://www.autoevolution.com/cars/suzuki-swift-5-doors-2020.html,,,,,,,,,,,Ventilated Discs,Discs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"2021 Suzuki Swift Photos, engines & full specs",SUZUKI Swift 5 Doors1.2L Dualjet CVT (83 HP),https://www.autoevolution.com/cars/suzuki-swift-5-doors-2020.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithium-ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"SUZUKI Swift 5 Doors  (2017-2020) Photos, engines & full specs",SUZUKI Swift 5 Doors1.0L 5MT FWD (112 HP),https://www.autoevolution.com/cars/suzuki-swift-2017.html,L3,996 cm3,82.4 KW @ 5500 RPM112 HP @ 5500 RPM111 BHP @ 5500 RPM,111 lb-ft @ 1700-4500 RPM150 Nm @ 1700-4500 RPM,Turbocharged Direct Injection,Gasoline,9.8 gallons (37.1 L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"SUZUKI Swift 5 Doors  (2017-2020) Photos, engines & full specs",SUZUKI Swift 5 Doors1.0L 5MT FWD (112 HP),https://www.autoevolution.com/cars/suzuki-swift-2017.html,,,,,,,,121 mph (195 km/h),,,,,,,,,,,,,,10.6 s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"SUZUKI Swift 5 Doors  (2017-2020) Photos, engines & full specs",SUZUKI Swift 5 Doors1.0L 5MT FWD (112 HP),https://www.autoevolution.com/cars/suzuki-swift-2017.html,,,,,,,,,Front Wheel Drive,5-Speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZUKI,SUZUKI Swift 5 Doors,"SUZUKI Swift 5 Doors  (2017-2020) Photos, engines & full specs",SUZUKI Swift 5 Doors1.0L 5MT FWD (112 HP),https://www.autoevolution.com/cars/suzuki-swift-2017.html,,,,,,,,,,,Ventilated Discs,Discs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
